Title,Description,ShortDetails,Identifiers,EntrezUID
Are transverse colon cancers suitable for laparoscopic resection?,"Schlachta CM, Mamazza J, Poulin EC.",Surg Endosc.  2007,PMID:17103274,17103274
Loco-regional recurrence from colon cancer: a population-based study.,"Sjövall A, Granath F, Cedermark B, Glimelius B, Holm T.",Ann Surg Oncol.  2007,PMID:17139459,17139459
Outcomes of laparoscopic Miles' operation in very low rectal adenocarcinoma. Analysis of 32 cases.,"Pugliese R, Di Lernia S, Sansonna F, Ferrari GC, Maggioni D, Scandroglio I, Costanzi A, Magistro C, De Carli S.",Eur J Surg Oncol.  2007,PMID:17110075,17110075
Distinct molecular patterns based on proximal and distal sporadic colorectal cancer: arguments for different mechanisms in the tumorigenesis.,"Azzoni C, Bottarelli L, Campanini N, Di Cola G, Bader G, Mazzeo A, Salvemini C, Morari S, Di Mauro D, Donadei E, Roncoroni L, Bordi C, Sarli L.",Int J Colorectal Dis.  2007,PMID:17021745,17021745
Microsatellite instability accounts for tumor site-related differences in clinicopathologic variables and prognosis in human colon cancers.,"Sinicrope FA, Rego RL, Foster N, Sargent DJ, Windschitl HE, Burgart LJ, Witzig TE, Thibodeau SN.",Am J Gastroenterol.  2006,PMID:17026563,17026563
Non-Hodgkin's lymphomas of the colon.,"Bairey O, Ruchlemer R, Shpilberg O.",Isr Med Assoc J.  2006,PMID:17214096,17214096
[Right hepatectomy and left hepatectomy performed via hand-assisted laparoscopic surgery. Description of an original technique].,"Robles R, Marín C, Abellán B, López-Conesa A, Ramírez P, Parrilla P.",Cir Esp.  2006,PMID:17192208,17192208
[A long term survival case of advanced colon cancer with adjacent organ involvement and multiple liver metastases].,"Handa R, Kato T, Miyake Y, Oshima K, Oshima S, Iijima S, Yamamoto H, Kurokawa E, Kikkawa N.",Gan To Kagaku Ryoho.  2006,PMID:17212110,17212110
Resective surgery for liver tumor: a multivariate analysis of causes and risk factors linked to postoperative complications.,"Benzoni E, Lorenzin D, Baccarani U, Adani GL, Favero A, Cojutti A, Bresadola F, Uzzau A.",Hepatobiliary Pancreat Dis Int.  2006,PMID:17085337,17085337
"[Clinical, endoscopic and pathological features of primary colorectal non-Hodgkin lymphoma: 24 cases report].","Gan JL, Tang ZJ.",Zhonghua Wei Chang Wai Ke Za Zhi.  2006,PMID:17143795,17143795
Emergency subtotal/total colectomy in the management of obstructed left colon carcinoma.,"Hennekinne-Mucci S, Tuech JJ, Bréhant O, Lermite E, Bergamaschi R, Pessaux P, Arnaud JP.",Int J Colorectal Dis.  2006,PMID:16228180,16228180
[Carcinoma of the transverse colon].,"Lê P, Mehtari L, Billey C.",J Chir (Paris).  2006,PMID:17185954,17185954
Laparoscopic resection for rectal cancer: a prospective analysis of thirty-month follow-up outcomes in 312 patients.,"Kim SH, Park IJ, Joh YG, Hahn KY.",Surg Endosc.  2006,PMID:16865622,16865622
Outcome of acutely perforated colorectal cancers: experience of a single district general hospital.,"Anwar MA, D'Souza F, Coulter R, Memon B, Khan IM, Memon MA.",Surg Oncol.  2006,PMID:17049848,17049848
Right portal vein embolization before right hepatectomy for unilobar colorectal liver metastases reduces the intrahepatic recurrence rate.,"Oussoultzoglou E, Bachellier P, Rosso E, Scurtu R, Lucescu I, Greget M, Jaeck D.",Ann Surg.  2006,PMID:16794391 | PMCID:PMC1570606,16794391
Prediction of prognosis and surgical indications for pulmonary metastasectomy from colorectal cancer.,"Iizasa T, Suzuki M, Yoshida S, Motohashi S, Yasufuku K, Iyoda A, Shibuya K, Hiroshima K, Nakatani Y, Fujisawa T.",Ann Thorac Surg.  2006,PMID:16798225,16798225
Converted laparoscopic colectomy: what are the consequences?,"Belizon A, Sardinha CT, Sher ME.",Surg Endosc.  2006,PMID:16738988,16738988
Survival benefit of high ligation of the inferior mesenteric artery in sigmoid colon or rectal cancer surgery.,"Kanemitsu Y, Hirai T, Komori K, Kato T.",Br J Surg.  2006,PMID:16607682,16607682
Comparison of long-term outcome of laparoscopic and conventional surgery for advanced colon and rectosigmoid cancer.,"Nakamura T, Mitomi H, Ohtani Y, Kokuba Y, Sato T, Ozawa H, Ihara A, Watanabe M.",Hepatogastroenterology.  2006,PMID:16795970,16795970
En bloc resection of right-sided colonic adenocarcinoma with adjacent organ invasion.,"Kapoor S, Das B, Pal S, Sahni P, Chattopadhyay TK.",Int J Colorectal Dis.  2006,PMID:15940511,15940511
Colorectal carcinoma: clinico-pathological pattern and outcome of surgical management.,"Eltinay OF, Guraya SY.",Saudi J Gastroenterol.  2006,PMID:19858591,19858591
Body size and composition and colon cancer risk in women.,"MacInnis RJ, English DR, Hopper JL, Gertig DM, Haydon AM, Giles GG.",Int J Cancer.  2006,PMID:16187280,16187280
Laparoscopic sphincter-preserving total mesorectal excision with colonic J-pouch reconstruction: five-year results.,"Tsang WW, Chung CC, Kwok SY, Li MK.",Ann Surg.  2006,PMID:16495700 | PMCID:PMC1448945,16495700
A modified sigma-rectum pouch (Mainz pouch II) technique: analysis of outcomes and complications on 220 patients.,"Hadzi-Djokic JB, Basic DT.",BJU Int.  2006,PMID:16469032,16469032
A modified reconstruction method to prevent critical complications after pancreatoduodenectomy.,"Osada S, Imai H, Okumura N, Tokuyama Y, Hosono Y, Sakashita F, Sugiyama Y.",Hepatogastroenterology.  2006,PMID:16608043,16608043
Carcinoma of the sigmoid presenting as a right inguinal hernia.,"Boormans JL, Hesp WL, Teune TM, Plaisier PW.",Hernia.  2006,PMID:16132189,16132189
Orbital carcinoid metastases.,"Mehta JS, Abou-Rayyah Y, Rose GE.",Ophthalmology.  2006,PMID:16458966,16458966
Distribution of cancer and adenomatous polyps in the colorectum: study in an Iranian population.,"Bafandeh Y, Daghestani D, Esmaili H, Aharizad S.",Asian Pac J Cancer Prev.  2006,PMID:16629518,16629518
[Hartmann's operation--urgent operative technique in complicated colorectal cancer].,"Toshev S, Iarŭmov N, Velev G, Angelov K, Todorov G, Koĭchev A, Gribnev P.",Khirurgiia (Sofiia).  2006,PMID:18843909,18843909
Colonic adenocarcinoma with metastasis to the gingiva.,"Alvarez-Alvarez C, Iglesias-Rodríguez B, Pazo-Irazu S, Delgado-Sánchez-Gracián C.",Med Oral Patol Oral Cir Bucal.  2006,PMID:16388302,16388302
[Laparoscopic colorectal surgery for carcinomas--assessment of the authors' patient group].,"Dostalík J, Martínek L, Vávra P, Andĕl P, Gunková P, Gunka I.",Rozhl Chir.  2006,PMID:16541640,16541640
[Subtotal colectomy in the treatment of neoplastic left colon obstruction].,"Lorusso C, Merlicco D, Nacchiero M.",Ann Ital Chir.  2005,PMID:16821521,16821521
[Open colon surgery].,"Willis S, Schumpelick V.",Chirurg.  2005,PMID:16240155,16240155
Impact of emergency surgery in the outcome of rectal and left colon carcinoma.,"Coco C, Verbo A, Manno A, Mattana C, Covino M, Pedretti G, Petito L, Rizzo G, Picciocchi A.",World J Surg.  2005,PMID:16228922,16228922
"The TP53 colorectal cancer international collaborative study on the prognostic and predictive significance of p53 mutation: influence of tumor site, type of mutation, and adjuvant treatment.","Russo A, Bazan V, Iacopetta B, Kerr D, Soussi T, Gebbia N; TP53-CRC Collaborative Study Group..",J Clin Oncol.  2005,PMID:16172461,16172461
[Combined multiple organ resection in 16 patients with adenocarcinoma of the body or tail of the pancreas].,"Qian ZY, Miao Y, Dai CC, Xu ZK, Liu XL.",Zhongguo Yi Xue Ke Xue Yuan Xue Bao.  2005,PMID:16274034,16274034
[Self-expanding metal stents as palliative treatment of a malign obstruction in the distal part of the ventricle or duodenum].,"Olsen E, Kiil J, Petersen JB.",Ugeskr Laeger.  2005,PMID:16219214,16219214
Hartmann's procedure for obstructive carcinoma of the left colon and rectum: a comparative study with one-stage surgery.,"Durán Giménez-Rico H, Abril Vega C, Herreros Rodríguez J, Concejo Cútoli P, Paseiro Crespo G, Sabater Maroto C, Jadraque Jiménez P, Durán Sacristán H.",Clin Transl Oncol.  2005,PMID:16185593,16185593
Laparoscopic surgery versus open surgery for colon cancer: short-term outcomes of a randomised trial.,"Veldkamp R, Kuhry E, Hop WC, Jeekel J, Kazemier G, Bonjer HJ, Haglind E, Påhlman L, Cuesta MA, Msika S, Morino M, Lacy AM; COlon cancer Laparoscopic or Open Resection Study Group (COLOR)..",Lancet Oncol.  2005,PMID:15992696,15992696
Distribution of lymph node metastasis in T1 sigmoid colon carcinoma: should we ligate the inferior mesenteric artery?,"Kawamura YJ, Sakuragi M, Togashi K, Okada M, Nagai H, Konishi F.",Scand J Gastroenterol.  2005,PMID:16109663,16109663
The oncological safety of laparoscopic total mesorectal excision with sphincter preservation for rectal carcinoma.,"Bretagnol F, Lelong B, Laurent C, Moutardier V, Rullier A, Monges G, Delpero JR, Rullier E.",Surg Endosc.  2005,PMID:15920688,15920688
Incidence and prognostic significance of lateral lymph node metastasis in patients with advanced low rectal cancer.,"Ueno M, Oya M, Azekura K, Yamaguchi T, Muto T.",Br J Surg.  2005,PMID:15838895,15838895
Laparoscopic resection of low rectal cancer with a mean follow-up of seven years.,"Polliand C, Barrat C, Champault G.",Surg Laparosc Endosc Percutan Tech.  2005,PMID:15956898,15956898
[Colorectal laparoscopic surgery. Single center experience with 599 cancer patients].,"Di Palo S, Vignali A, Tamburini A, Parolini D, Orsenigo E, Staudacher C.",Suppl Tumori.  2005,PMID:16437951,16437951
Technique and survival after laparoscopically assisted right hemicolectomy.,"Baća I, Perko Z, Bokan I, Mimica Z, Petricević A, Druzijanić N, Situm M.",Surg Endosc.  2005,PMID:15776206,15776206
Stoma formation for fecal diversion: a plea for the laparoscopic approach.,"Liu J, Bruch HP, Farke S, Nolde J, Schwandner O.",Tech Coloproctol.  2005,PMID:15868492,15868492
[Laparoscopic colorectal surgery: is the "learning curve" necessary?].,"Jovine E, Talarico F, Bolchini F, Landolfo G, Mastrangelo L, Lerro MF, Martuzzi F, Selleri S, Lazzari A, Iusco DR, Gizzi G.",Ann Ital Chir.  2005,PMID:16302658,16302658
[Therapy of malignant liver tumors using microwave and radiofrequency ablation].,"Popescu I, Sîrbu-Boeţi MP, Tomulescu V, Ciurea S, Boroş M, Hrehoreţ D, Jemna C.",Chirurgia (Bucur).  2005,PMID:15957451,15957451
"Prospective, randomized trial comparing intraoperative colonic irrigation with manual decompression only for obstructed left-sided colorectal cancer.","Lim JF, Tang CL, Seow-Choen F, Heah SM.",Dis Colon Rectum.  2005,PMID:15714241,15714241
"Laparoscopic colectomy in the management of large, sessile, transformed colorectal polyps.","Nassiopoulos K, Pavlidis TE, Menenakos E, Chanson C, Zografos G, Petropoulos P.",JSLS.  2005,PMID:15791972 | PMCID:PMC3015544,15791972
Laparoscopic total mesorectal excision-the Turin experience.,"Morino M, Giraudo G.",Recent Results Cancer Res.  2005,PMID:15865031,15865031
Prognostic implications of hMLH1 and p53 immunohistochemical status in right-sided colon cancer.,"Smyth EF, Sharma A, Sivarajasingham N, Hartley J, Monson JR, Cawkwell L.",Dis Colon Rectum.  2004,PMID:15657659,15657659
Sphincter sparing procedures: is it a standard for management of low rectal cancer.,"Khalil el-SA, El-Zohairy M, El-Shahawy M.",J Egypt Natl Canc Inst.  2004,PMID:16116497,16116497
Overview of clinical experiences on carbon ion radiotherapy at NIRS.,"Tsujii H, Mizoe JE, Kamada T, Baba M, Kato S, Kato H, Tsuji H, Yamada S, Yasuda S, Ohno T, Yanagi T, Hasegawa A, Sugawara T, Ezawa H, Kandatsu S, Yoshikawa K, Kishimoto R, Miyamoto T.",Radiother Oncol.  2004,PMID:15971308,15971308
The value of omentoplasty in protecting colorectal anastomosis from leakage. A prospective randomized study in 126 patients.,"Agnifili A, Schietroma M, Carloni A, Mattucci S, Caterino G, Lygidakis NJ, Carlei F.",Hepatogastroenterology.  2004,PMID:15532807,15532807
The failed intraperitoneal colon anastomosis after colon resection.,"Kanellos I, Blouhos K, Demetriades H, Pramateftakis MG, Mantzoros I, Zacharakis E, Betsis D.",Tech Coloproctol.  2004,PMID:15655643,15655643
Emergency operations for carcinoma of the colon.,"Minopoulos GI, Lyratzopoulos N, Efremidou HI, Romanidis K, Koujoumtzi I, Manolas KJ.",Tech Coloproctol.  2004,PMID:15655632,15655632
Metachronous colorectal adenocarcinomas.,"Tsantilas D, Ntinas A, Petras P, Zambas N, Al Mogrambi S, Frangandreas G, Spyridis C, Gerasimidis T.",Tech Coloproctol.  2004,PMID:15655623,15655623
Application of radionics on primary and metastatic tumours of the liver.,"Andreadis E, Saliangas K, Economou A, Nikoloudis N, Manna I, Prodromou K, Siminou S, Chrissidis T.",Tech Coloproctol.  2004,PMID:15655616,15655616
Malignant intestinal obstruction: useful technical advice in self-expanding metallic stent placement.,"Fiori E, Lamazza A, Burza A, Meucci M, Cavallaro G, Izzo L, Schillaci A, Cangemi V.",Anticancer Res.  2004,PMID:15510604,15510604
"Stents or open operation for palliation of colorectal cancer: a retrospective, cohort study of perioperative outcome and long-term survival.","Carne PW, Frye JN, Robertson GM, Frizelle FA.",Dis Colon Rectum.  2004,PMID:15486741,15486741
Progress in sigmoidectomy for cancer during the last 24 years in our department.,"Nozue M, Oshima Y, Taniguchi H, Kawamoto T, Todoroki T, Katashi F.",Hepatogastroenterology.  2004,PMID:15362747,15362747
Single-stage procedure with intraoperative colonoscopy and colonic irrigation in patients with obstructing left-sided colonic cancer.,"Park UC, Chung SS, Kim KR, Seong MK, Yoon WH, Kim YJ, Baik HK, Yu CS, Kim JH.",Int J Colorectal Dis.  2004,PMID:15127212,15127212
Hand-assisted laparoscopic surgery for colorectal malignancies.,"Memon MA, Fitzgibbons RJ.",J Coll Physicians Surg Pak.  2004,PMID:15353146,15353146
[Deferral of coronary intervention based on measurement of myocardial fractional flow reserve].,"Mates M, Hrabos V, Hájek P, Malý M, Horák D, Fiedler J, Durdil V, Vojácek J.",Vnitr Lek.  2004,PMID:15521203,15521203
[Obstructing colon cancer--what's the surgical strategy?].,"Caiazzo P, Di Palma R, Pesce G, Pede A.",Ann Ital Chir.  2004,PMID:15754696,15754696
Laparoscopy as a prognostic factor in curative resection for node positive colorectal cancer: results for a single-institution nonrandomized prospective trial.,"Capussotti L, Massucco P, Muratore A, Amisano M, Bima C, Zorzi D.",Surg Endosc.  2004,PMID:15156384,15156384
[Radical peritonectomy in 37 patients with stage II and III ovarian cancer].,"Capretti PG, Zeppieri MC, Simonetti A, Rosato S, Lovotti D, Battaini A, Capretti G, Agnes Pradelli B.",Minerva Chir.  2004,PMID:15252388,15252388
Importance of additional microvascular anastomosis in esophageal reconstruction after salvage esophagectomy.,"Sakuraba M, Kimata Y, Hishinuma S, Nishimura M, Gotohda N, Ebihara S.",Plast Reconstr Surg.  2004,PMID:15253180,15253180
Abdominal stapled side-to-end anastomosis (Baker type) in low and high anterior resection: experiences and results in 69 consecutive patients at a regional general hospital in Japan.,"Nakada I, Kawasaki S, Sonoda Y, Watanabe Y, Tabuchi T.",Colorectal Dis.  2004,PMID:15109380,15109380
[Oncologic emergencies in colorectal cancer patients].,"Ueno H, Hashiguchi Y, Omata J, Mochizuki H.",Nihon Geka Gakkai Zasshi.  2004,PMID:15112490,15112490
Prognostic significance of p27(kip-1) expression in colorectal adenocarcinomas is associated with tumor stage.,"Manne U, Jhala NC, Jones J, Weiss HL, Chatla C, Meleth S, Suarez-Cuervo C, Grizzle WE.",Clin Cancer Res.  2004,PMID:15014027,15014027
Does rectal washout during anterior resection prevent local tumor recurrence?,Agaba EA.,Dis Colon Rectum.  2004,PMID:14991490,14991490
The role of transjugular intrahepatic portosystemic shunt prior to abdominal tumoral surgery in cirrhotic patients with portal hypertension.,"Gil A, Martínez-Regueira F, Hernández-Lizoain JL, Pardo F, Olea JM, Bastarrika G, Cienfuegos JA, Bilbao JI.",Eur J Surg Oncol.  2004,PMID:14736522,14736522
Elective surgery for colorectal cancer in a defined Swedish population.,"Jestin P, Heurgren M, Påhlman L, Glimelius B, Gunnarsson U.",Eur J Surg Oncol.  2004,PMID:14736519,14736519
Major complications of urinary diversion after pelvic exenteration for gynecologic malignancies: a 23-year mono-institutional experience in 124 patients.,"Houvenaeghel G, Moutardier V, Karsenty G, Bladou F, Lelong B, Buttarelli M, Delpero JR.",Gynecol Oncol.  2004,PMID:14766266,14766266
p53 protein accumulation in colorectal cancer tissue has prognostic value only in left-sided colon tumours.,"Paluszkiewicz P, Berbeć H, Pawłowska-Wakowicz B, Cybulski M, Paszkowska A.",Cancer Detect Prev.  2004,PMID:15350628,15350628
Local invasion of the bladder with colorectal cancers: surgical management and patterns of local recurrence.,"Carne PW, Frye JN, Kennedy-Smith A, Keating J, Merrie A, Dennett E, Frizelle FA.",Dis Colon Rectum.  2004,PMID:14719150,14719150
